developer,item_id,posted_year,count
Stainless Games,213850,2015,1
Dovetail Games,222587,2015,1
Cellar Door Games,241600,2013,11
Cellar Door Games,241600,2014,18
Cellar Door Games,241600,2015,7
Zero Point Software,236370,2013,3
Zero Point Software,236370,2014,10
Zero Point Software,236370,2015,9
Nadeo,232910,2013,3
Nadeo,232910,2015,1
Milestone S.r.l.,240600,2015,1
Daedalic Entertainment,230820,2015,1
Eugen Systems,222750,2013,5
Eugen Systems,222750,2014,3
Eugen Systems,222750,2015,2
"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",231160,2014,7
Stardock Entertainment,228260,2013,2
Stardock Entertainment,228260,2015,1
NeocoreGames,215530,2013,2
Humble Hearts LLC,236090,2013,6
Humble Hearts LLC,236090,2014,20
Humble Hearts LLC,236090,2015,7
XYLA Entertainment,234490,2014,1
Techland,204450,2013,6
Techland,204450,2014,12
Techland,204450,2015,7
Suspicious Developments,206190,2013,11
Suspicious Developments,206190,2014,22
Suspicious Developments,206190,2015,12
"Codemasters Racing,Feral Interactive (Mac)",44350,2013,3
"Codemasters Racing,Feral Interactive (Mac)",44350,2014,9
"Codemasters Racing,Feral Interactive (Mac)",44350,2015,2
Coffee Stain Studios,235250,2014,2
Coffee Stain Studios,235250,2015,1
"Irrational Games,Looking Glass Studios",238210,2014,1
"Irrational Games,Looking Glass Studios",238210,2015,1
Arkane Studios,212893,2015,2
Most Wanted Entertainment,232970,2014,1
11 bit studios,236730,2014,1
Wolfire Games,234190,2013,1
Wolfire Games,234190,2014,10
Wolfire Games,234190,2015,3
Owlchemy Labs,220900,2015,1
Born Ready Games Ltd.,234160,2014,1
Polytron Corporation,224760,2013,4
Polytron Corporation,224760,2014,14
Polytron Corporation,224760,2015,7
Ubisoft Montreal,233270,2013,4
Ubisoft Montreal,233270,2014,9
"Gravity, Inc.",231060,2013,2
"Gravity, Inc.",231060,2014,1
"Gravity, Inc.",231060,2015,1
The Binary Mill,209520,2013,1
Pocketwatch Games,113020,2013,6
Pocketwatch Games,113020,2014,23
Pocketwatch Games,113020,2015,3
Team Psykskallar,223710,2013,7
Team Psykskallar,223710,2014,12
Team Psykskallar,223710,2015,5
Treyarch,219092,2014,2
Dreampainters,217690,2014,1
NIGORO,230700,2015,1
"Trek Industries, Inc",104900,2013,1
"Trek Industries, Inc",104900,2014,45
"Trek Industries, Inc",104900,2015,22
Southend,207930,2013,1
"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",221380,2013,9
"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",221380,2014,26
"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",221380,2015,16
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",214933,2015,1
Halycon Media GmbH &amp; Co. KG,232950,2014,1
Binary Fortress Software,227260,2015,1
Reverie World Studios,227180,2013,1
Reverie World Studios,227180,2014,2
Reverie World Studios,227180,2015,6
Colossal Order Ltd.,225420,2013,1
Colossal Order Ltd.,225420,2014,2
Digital Extremes,230410,2013,74
Digital Extremes,230410,2014,165
Digital Extremes,230410,2015,93
Twisted Pixel Games,105420,2014,1
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",8870,2013,50
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",8870,2014,89
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",8870,2015,39
Going Loud Studios,230050,2013,8
Going Loud Studios,230050,2014,9
Going Loud Studios,230050,2015,3
Puppygames,219190,2013,1
Puppygames,219190,2014,2
Team17 Digital Ltd,217200,2013,1
Team17 Digital Ltd,217200,2014,1
Team17 Digital Ltd,217200,2015,1
The Men Who Wear Many Hats,233740,2014,2
Kerberos Productions Inc.,233700,2014,1
Kerberos Productions Inc.,233700,2015,1
SCS Software,232010,2013,1
SCS Software,232010,2014,1
City Interactive,34870,2013,1
City Interactive,34870,2014,3
City Interactive,34870,2015,1
Cyanide Studio,215870,2013,1
Gaijin Games,218060,2013,3
Gaijin Games,218060,2014,7
Gaijin Games,218060,2015,1
Nadeo,228760,2015,2
Star Gem Inc.,212070,2013,2
Star Gem Inc.,212070,2014,16
Star Gem Inc.,212070,2015,6
NGD Studios,222520,2014,1
Rebellion,227100,2013,5
Rebellion,227100,2014,2
Rebellion,227100,2015,1
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",203160,2013,27
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",203160,2014,46
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",203160,2015,35
Arrowhead Game Studios,204080,2013,1
Arrowhead Game Studios,204080,2014,1
Bohemia Interactive,224580,2013,9
Bohemia Interactive,224580,2014,8
Bohemia Interactive,224580,2015,1
"Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild",204240,2013,1
"Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild",204240,2014,4
"Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild",204240,2015,1
Stoic,219340,2013,1
Double Fine Productions,225260,2013,4
Double Fine Productions,225260,2014,7
Double Fine Productions,225260,2015,2
Sector3 Studios,211500,2013,4
Sector3 Studios,211500,2014,4
Sector3 Studios,211500,2015,2
Ed Key and David Kanaga,219680,2014,2
Ed Key and David Kanaga,219680,2015,1
Sumo Digital,212480,2013,9
Sumo Digital,212480,2014,7
Sumo Digital,212480,2015,1
Alexander Bruce,219890,2013,17
Alexander Bruce,219890,2014,16
Alexander Bruce,219890,2015,5
Haemimont Games,208520,2013,2
Haemimont Games,208520,2014,2
"Gearbox Software,Aspyr (Mac &amp; Linux)",225833,2014,1
EightyEightGames,227580,2014,1
EightyEightGames,227580,2015,1
Paradox Development Studio,210898,2014,1
SCS Software,227300,2013,9
SCS Software,227300,2014,43
SCS Software,227300,2015,16
Beamdog,228280,2013,1
Beamdog,228280,2015,1
Eyedentity Games Inc.,11610,2013,4
Eyedentity Games Inc.,11610,2014,5
Eyedentity Games Inc.,11610,2015,8
Jagex Limited,224540,2013,16
Jagex Limited,224540,2014,29
Jagex Limited,224540,2015,9
Tiger Style,227200,2014,1
CSR-Studios,222980,2012,1
CSR-Studios,222980,2013,2
CSR-Studios,222980,2014,1
CSR-Studios,222980,2015,1
KADOKAWA,220700,2013,2
KADOKAWA,220700,2014,4
"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",220240,2012,2
"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",220240,2013,18
"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",220240,2014,39
"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",220240,2015,8
Terry Cavanagh,221640,2012,1
Terry Cavanagh,221640,2013,27
Terry Cavanagh,221640,2014,45
Terry Cavanagh,221640,2015,9
Traveller's Tales,214510,2014,1
Core Design,224960,2013,1
Core Design,224960,2015,1
Core Design,225300,2014,1
Tomorrow Corporation,221260,2013,8
Tomorrow Corporation,221260,2014,5
Tomorrow Corporation,221260,2015,6
SEGA,213610,2013,2
SEGA,213610,2014,2
SEGA,213610,2015,1
5th Cell Media,218680,2013,5
5th Cell Media,218680,2014,17
5th Cell Media,218680,2015,3
"Io-Interactive A/S,Feral Interactive (Mac)",203140,2013,8
"Io-Interactive A/S,Feral Interactive (Mac)",203140,2014,23
"Io-Interactive A/S,Feral Interactive (Mac)",203140,2015,13
Daybreak Game Company,218230,2012,12
Daybreak Game Company,218230,2013,65
Daybreak Game Company,218230,2014,117
Daybreak Game Company,218230,2015,39
Ubisoft Montreal,208480,2013,7
Ubisoft Montreal,208480,2014,4
Ubisoft Montreal,208480,2015,1
Bithell Games,220780,2013,4
Bithell Games,220780,2014,12
"Xavi Canal, Ben Palgi",221020,2015,1
773,214610,2014,1
Carbon Games,206500,2012,1
Carbon Games,206500,2013,10
Carbon Games,206500,2014,24
Carbon Games,206500,2015,10
United Front Games,215256,2015,1
"Level Up Labs, LLC",218410,2013,1
"Level Up Labs, LLC",218410,2014,1
Unknown Worlds Entertainment,4920,2013,9
Unknown Worlds Entertainment,4920,2014,13
The Farm 51,214870,2015,1
Might and Delight,218740,2014,4
Serious Brew,220460,2013,1
"Tequila Works, S.L.",211400,2013,4
"Tequila Works, S.L.",211400,2014,9
1C-SoftClub,203350,2015,1
Shiver Games,218640,2014,2
Shiver Games,218640,2015,1
Power of 2,213650,2013,4
Power of 2,213650,2014,7
Power of 2,213650,2015,2
Torn Banner Studios,219640,2012,3
Torn Banner Studios,219640,2013,38
Torn Banner Studios,219640,2014,35
Torn Banner Studios,219640,2015,23
Klei Entertainment,214560,2013,3
Klei Entertainment,214560,2014,14
Klei Entertainment,214560,2015,3
Team17 Digital Ltd,200170,2013,2
Team17 Digital Ltd,200170,2014,3
Team17 Digital Ltd,200170,2015,1
Cyanide Studio - Spiders Studios,216910,2013,1
Cyanide Studios,216890,2013,1
ExDream GmbH,207730,2014,2
Sos,220860,2013,4
Sos,220860,2014,5
Arkane Studios,205100,2012,6
Arkane Studios,205100,2013,16
Arkane Studios,205100,2014,33
Arkane Studios,205100,2015,17
The Behemoth,204371,2015,2
The Behemoth,204372,2015,4
The Behemoth,204360,2012,3
The Behemoth,204360,2013,12
The Behemoth,204360,2014,64
The Behemoth,204360,2015,34
Opus,214830,2014,4
Aspyr,214630,2013,1
Aspyr,214630,2014,1
Aspyr,214630,2015,1
Runic Games,200710,2012,1
Runic Games,200710,2013,16
Runic Games,200710,2014,34
Runic Games,200710,2015,9
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",200510,2012,1
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",200510,2013,16
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",200510,2014,31
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",200510,2015,19
Cloud 9 Studio,212390,2014,1
Subset Games,212680,2012,5
Subset Games,212680,2013,20
Subset Games,212680,2014,54
Subset Games,212680,2015,19
Ben Prunty Music,221001,2015,1
"Gearbox Software,Aspyr (Mac &amp; Linux)",218560,2015,1
"Gearbox Software,Aspyr (Mac &amp; Linux)",49520,2012,15
"Gearbox Software,Aspyr (Mac &amp; Linux)",49520,2013,69
"Gearbox Software,Aspyr (Mac &amp; Linux)",49520,2014,219
"Gearbox Software,Aspyr (Mac &amp; Linux)",49520,2015,63
Codemasters Birmingham,208500,2013,1
"Edmund McMillen,Tyler Glaiel",214790,2013,1
Benjamin Rivers Inc.,215670,2013,1
Benjamin Rivers Inc.,215670,2014,1
Benjamin Rivers Inc.,215670,2015,1
FromSoftware,211420,2012,2
FromSoftware,211420,2013,13
FromSoftware,211420,2014,28
FromSoftware,211420,2015,16
Kukouri,216110,2015,2
Spooky Squid Games Inc.,211260,2013,1
Spooky Squid Games Inc.,211260,2015,2
Vlambeer,212800,2012,1
Vlambeer,212800,2013,5
Vlambeer,212800,2014,17
Vlambeer,212800,2015,4
"Monolith Productions, Inc.",206210,2012,4
"Monolith Productions, Inc.",206210,2013,10
"Monolith Productions, Inc.",206210,2014,26
"Monolith Productions, Inc.",206210,2015,6
Blendo Games,214700,2014,1
Blendo Games,214700,2015,1
Empty Clip Studios,207750,2014,1
Daedalic Entertainment,214340,2014,1
Daedalic Entertainment,214340,2015,1
Talawa Games,211180,2012,1
increpare games,207570,2012,1
Nexon,216150,2013,8
Nexon,216150,2014,3
Nexon,216150,2015,5
Ronimo Games,204300,2012,5
Ronimo Games,204300,2013,24
Ronimo Games,204300,2014,60
Ronimo Games,204300,2015,18
Saber Interactive,212410,2013,1
Robot Entertainment,201790,2012,4
Robot Entertainment,201790,2013,8
Robot Entertainment,201790,2014,8
Robot Entertainment,201790,2015,5
Radical Entertainment,115320,2014,1
Radical Entertainment,115320,2015,1
Qooc Software,212030,2015,1
Hardsuit Labs,209870,2012,9
Hardsuit Labs,209870,2013,22
Hardsuit Labs,209870,2014,40
Hardsuit Labs,209870,2015,16
AMPLITUDE Studios,208140,2012,2
AMPLITUDE Studios,208140,2013,2
AMPLITUDE Studios,208140,2014,3
AMPLITUDE Studios,208140,2015,1
Smudged Cat Games Ltd,211440,2014,1
Black Pants Studio,205910,2013,3
Black Pants Studio,205910,2014,4
Black Pants Studio,205910,2015,1
Stainless Games,97330,2014,1
"Firaxis Games,Aspyr (Mac, Linux)",16870,2012,1
Cyanide Studios,208730,2014,1
Yager Development,50300,2012,4
Yager Development,50300,2013,14
Yager Development,50300,2014,16
Yager Development,50300,2015,19
"Ironclad Games,Stardock Entertainment",204880,2012,1
"Ironclad Games,Stardock Entertainment",204880,2013,2
"Ironclad Games,Stardock Entertainment",204880,2014,13
"Ironclad Games,Stardock Entertainment",204880,2015,3
"X1 Software,AWAR",91330,2013,1
FireFly Studios,47400,2015,2
Pivotal Games,211780,2015,1
"Edmund McMillen, Florian Himsl",113204,2013,1
"Edmund McMillen, Florian Himsl",113204,2014,1
"Edmund McMillen, Florian Himsl",113204,2015,1
Unigine LLC.,200396,2015,1
Remedy Entertainment,202750,2014,3
Looking Glass Studios,211740,2014,1
Looking Glass Studios,211600,2014,2
Looking Glass Studios,211600,2015,2
Gaming Minds,205610,2012,1
Amanita Design,207690,2014,1
"Hassey Enterprises, Inc.",202730,2015,1
IllFonic,96800,2013,1
Cockroach Inc.,94300,2015,1
SEGA,203650,2013,1
SEGA,203650,2014,1
Brawsome,58230,2015,1
Gaijin Entertainment Corporation,208670,2013,2
Gaijin Entertainment Corporation,208670,2015,2
Jasper Byrne,209830,2013,1
Telltale Games,207610,2012,11
Telltale Games,207610,2013,42
Telltale Games,207610,2014,32
Telltale Games,207610,2015,10
Ino-Co Plus,203630,2012,1
Almost Human Games,207170,2013,1
Almost Human Games,207170,2014,2
"Capybara,Superbrothers,Jim Guthrie",204060,2014,2
CD PROJEKT RED,20920,2011,1
CD PROJEKT RED,20920,2012,1
CD PROJEKT RED,20920,2013,5
CD PROJEKT RED,20920,2014,13
CD PROJEKT RED,20920,2015,3
Uber Entertainment,104700,2012,5
Uber Entertainment,104700,2013,8
Uber Entertainment,104700,2014,5
Uber Entertainment,104700,2015,3
Rebellion,63380,2013,3
Rebellion,63380,2014,26
Rebellion,63380,2015,7
"TaleWorlds Entertainment,Flying Squirrel Entertainment",48705,2014,1
"TaleWorlds Entertainment,Flying Squirrel Entertainment",48705,2015,1
Doublesix Games,209360,2015,1
Reloaded Productions,113420,2012,3
Reloaded Productions,113420,2013,4
Reloaded Productions,113420,2014,8
Reloaded Productions,113420,2015,1
Eugen Systems,58610,2013,2
Eugen Systems,58610,2015,1
Boss Baddie,201570,2015,1
FireFly Studios,47410,2013,3
FireFly Studios,47410,2014,4
FireFly Studios,47410,2015,3
Klei Entertainment,102840,2013,1
Klei Entertainment,102840,2015,1
Hitbox Team,65300,2013,1
Hitbox Team,65300,2014,2
Hitbox Team,65300,2015,1
"Big Huge Games,38 Studios",102500,2014,6
"Big Huge Games,38 Studios",102500,2015,4
Blit Software,200940,2012,1
Futuremark,18120,2013,1
Digital Extremes,67370,2013,3
Digital Extremes,67370,2014,6
Digital Extremes,67370,2015,5
Ensemble Studios,105450,2013,4
Ensemble Studios,105450,2014,10
Ensemble Studios,105450,2015,6
Daybreak Game Company,201230,2015,1
Volition,55230,2011,1
Volition,55230,2012,3
Volition,55230,2013,31
Volition,55230,2014,34
Volition,55230,2015,20
Recoil Games,107800,2012,1
Recoil Games,107800,2013,2
Recoil Games,107800,2014,1
Joshua Neurnberger,80310,2015,1
Avalanche Studios,99300,2012,1
Avalanche Studios,99300,2014,1
Stunlock Studios,6370,2015,1
Digital Arrow,110400,2015,1
Snowblind Studios,32800,2012,3
Snowblind Studios,32800,2013,4
Snowblind Studios,32800,2014,2
Trendy Entertainment,65800,2011,1
Trendy Entertainment,65800,2012,5
Trendy Entertainment,65800,2013,8
Trendy Entertainment,65800,2014,10
Trendy Entertainment,65800,2015,8
Team17 Digital Ltd,70620,2014,1
OVERKILL Software,24240,2011,2
OVERKILL Software,24240,2012,3
OVERKILL Software,24240,2013,16
OVERKILL Software,24240,2014,43
OVERKILL Software,24240,2015,11
id Software,9200,2011,1
id Software,9200,2013,5
id Software,9200,2014,3
id Software,9200,2015,1
Robot Entertainment,102600,2011,1
Robot Entertainment,102600,2012,1
Robot Entertainment,102600,2013,1
Robot Entertainment,102600,2014,1
Mommy's Best Games,111600,2014,1
Mommy's Best Games,111600,2015,1
Treyarch,42719,2014,1
Treyarch,42719,2015,1
"GameConnect,InterWave Studios",17710,2011,1
"GameConnect,InterWave Studios",17710,2013,1
Obsidian Entertainment,72840,2015,1
Team17 Digital Ltd,70600,2014,1
Zeroscale,98600,2012,1
Swing Swing Submarine,111800,2011,1
Swing Swing Submarine,111800,2014,1
Supergiant Games,107100,2011,5
Supergiant Games,107100,2012,7
Supergiant Games,107100,2013,15
Supergiant Games,107100,2014,26
Supergiant Games,107100,2015,8
Ubisoft Montpellier,33460,2011,1
Ubisoft Montpellier,33460,2014,2
Capcom,45797,2015,1
Streum On Studio,91700,2011,1
Streum On Studio,91700,2012,1
Streum On Studio,91700,2014,2
Streum On Studio,91700,2015,1
BattleGoat Studios,73220,2014,1
Playdead,48000,2013,9
Playdead,48000,2014,3
Playdead,48000,2015,3
Bohemia Interactive,65780,2015,1
Zeboyd Games,107300,2011,1
Manic Game Studios,105300,2013,1
Zeboyd Games,107310,2011,1
Zeboyd Games,107310,2012,1
Zeboyd Games,107310,2014,1
"Gaslamp Games, Inc.",98800,2011,1
"Gaslamp Games, Inc.",98800,2014,3
Volition,55110,2012,1
Volition,55110,2014,2
Final Form Games,94200,2011,1
Final Form Games,94200,2013,1
Final Form Games,94200,2015,1
N3V Games,24670,2014,2
Ice-Pick Lodge,41740,2013,1
Ice-Pick Lodge,41740,2014,1
Alientrap,95300,2013,1
Giant Army,72200,2013,1
Giant Army,72200,2014,3
Giant Army,72200,2015,1
TaleWorlds Entertainment,48720,2013,3
TaleWorlds Entertainment,48720,2014,2
TaleWorlds Entertainment,48720,2015,1
TimeGate Studios,97100,2011,1
TimeGate Studios,97100,2012,1
TimeGate Studios,97100,2013,1
Power of 2,35480,2011,1
Power of 2,35480,2013,2
Colibri Games,96000,2014,2
Big Fat Alien,104200,2015,1
Dark Energy Digital Ltd.,92000,2015,1
Re-Logic,105600,2011,19
Re-Logic,105600,2012,32
Re-Logic,105600,2013,112
Re-Logic,105600,2014,186
Re-Logic,105600,2015,150
Splash Damage,22350,2011,2
Sandswept Studios,92100,2015,1
Geoff Keighley,104600,2013,1
Game Distillery s.r.o.,98500,2013,1
Cobra Mobile,104000,2013,1
"Nicalis, Inc.",99700,2011,2
"Nicalis, Inc.",99700,2014,1
Zachtronics,92800,2011,2
Zachtronics,92800,2012,1
Zachtronics,92800,2014,3
SEGA,71230,2014,2
SEGA,71230,2015,1
SEGA,71250,2014,1
SEGA,71250,2015,1
Blendo Games,55040,2011,2
Blendo Games,55040,2012,1
Steel Monkeys,91900,2014,1
Puppygames,93200,2011,1
Puppygames,93200,2015,1
Ubisoft Montreal,48190,2011,1
Ubisoft Montreal,48190,2014,6
Crytek Studios,108800,2012,2
Crytek Studios,108800,2013,2
Crytek Studios,108800,2014,6
Bacon Wrapped Games,91800,2015,1
Slightly Mad Studios,47920,2014,1
Gas Powered Games,39190,2015,1
Obsidian Entertainment,72730,2014,1
Colossal Order Ltd.,73010,2012,1
Digitalmindsoft,64000,2012,1
Digitalmindsoft,64000,2014,4
Digitalmindsoft,64000,2015,1
Arrowhead Game Studios,42910,2011,5
Arrowhead Game Studios,42910,2013,10
Arrowhead Game Studios,42910,2014,21
Arrowhead Game Studios,42910,2015,9
Ronimo Games,63500,2011,1
Ronimo Games,63500,2015,1
"PopCap Games, Inc.",78000,2014,1
Two Tribes,38720,2013,2
Two Tribes,38720,2015,1
Vanguard Games,48950,2011,1
Criterion Games,47870,2012,1
Criterion Games,47870,2013,1
Criterion Games,47870,2014,4
Criterion Games,47870,2015,1
CCP,8500,2011,1
CCP,8500,2013,2
CCP,8500,2015,3
Secret Exit Ltd.,61600,2011,1
Secret Exit Ltd.,61600,2013,1
Secret Exit Ltd.,61600,2014,1
Telltale Games,31280,2011,1
Telltale Games,31280,2012,4
Telltale Games,31280,2013,5
Telltale Games,31280,2014,12
Telltale Games,31280,2015,3
"Double Helix Games,Rainbow Studios,THQ Nordic",55140,2012,1
"Double Helix Games,Rainbow Studios,THQ Nordic",55140,2013,3
"Double Helix Games,Rainbow Studios,THQ Nordic",55140,2014,3
"Double Helix Games,Rainbow Studios,THQ Nordic",55140,2015,1
Team Meat,40800,2011,4
Team Meat,40800,2012,3
Team Meat,40800,2013,8
Team Meat,40800,2014,11
Team Meat,40800,2015,9
BioWare,47810,2013,2
BioWare,47810,2014,7
BioWare,47810,2015,1
Outerlight Ltd.,2450,2012,1
Outerlight Ltd.,2450,2014,2
inner seas,72900,2015,2
Capcom Vancouver,45740,2013,1
Capcom Vancouver,45740,2014,1
Capcom Vancouver,45740,2015,1
Over the Top Games,57000,2011,1
Double Helix Games,43000,2012,1
Wolfire Games,25010,2011,1
"CINEMAX, s.r.o.",60800,2014,1
Kerberos Productions Inc.,42890,2014,1
Cyan Worlds,63610,2014,1
Zaratustra Productions,33680,2010,1
Zaratustra Productions,33680,2013,1
Brawsome,58200,2011,1
City Interactive,34830,2014,1
City Interactive,34830,2015,1
Valve,300,2010,1
Valve,300,2011,1
Valve,300,2012,4
Valve,300,2013,2
Valve,300,2014,5
Valve,300,2015,3
Headup Games / Radon Labs,46440,2014,1
Cauldron,39670,2014,1
Cauldron,39670,2015,1
Bohemia Interactive,33930,2011,2
Bohemia Interactive,33930,2012,7
Bohemia Interactive,33930,2013,14
Bohemia Interactive,33930,2014,26
Bohemia Interactive,33930,2015,9
"Monolith Productions, Inc.,Timegate",21090,2014,1
"Monolith Productions, Inc.,Timegate",21090,2015,1
Haemimont Games,57600,2014,1
Petroglyph,32470,2014,2
Petroglyph,32470,2015,1
"The Creative Assembly,Feral Interactive (Mac)",34030,2011,1
"The Creative Assembly,Feral Interactive (Mac)",34030,2012,1
"The Creative Assembly,Feral Interactive (Mac)",34030,2013,1
"The Creative Assembly,Feral Interactive (Mac)",34030,2014,7
"The Creative Assembly,Feral Interactive (Mac)",34030,2015,1
DICE,24960,2011,4
DICE,24960,2013,2
DICE,24960,2014,13
DICE,24960,2015,5
Gas Powered Games,40100,2011,1
Gas Powered Games,40100,2012,1
Gas Powered Games,40100,2013,1
Gas Powered Games,40100,2014,4
Gas Powered Games,40100,2015,4
Elite Games Team,46260,2015,1
Ubisoft Montreal,33230,2013,3
Ubisoft Montreal,33230,2014,13
Ubisoft Montreal,33230,2015,2
Avalanche Studios,8190,2011,3
Avalanche Studios,8190,2012,8
Avalanche Studios,8190,2013,30
Avalanche Studios,8190,2014,52
Avalanche Studios,8190,2015,16
"Relic Entertainment,Feral Interactive (Mac/Linux)",20570,2011,2
"Relic Entertainment,Feral Interactive (Mac/Linux)",20570,2013,1
"Relic Entertainment,Feral Interactive (Mac/Linux)",20570,2014,1
EA Los Angeles,47700,2011,1
Cadenza Interactive,45000,2010,1
Brian Cronin,18820,2014,1
Brian Cronin,18820,2015,1
Rebellion,3730,2013,1
Rebellion,3730,2014,3
Rebellion,3730,2015,1
BioWare,24980,2011,3
BioWare,24980,2012,2
BioWare,24980,2013,5
BioWare,24980,2014,4
BioWare,24980,2015,2
Two Tribes,38700,2014,1
Two Tribes,38700,2015,1
Artery Games,45100,2012,1
Artery Games,45100,2013,1
Artery Games,45100,2014,2
Rebellion,10680,2011,2
Rebellion,10680,2012,2
Rebellion,10680,2013,1
Rebellion,10680,2014,4
Rebellion,10680,2015,7
"2K Marin,2K China,Digital Extremes,2K Australia,Feral Interactive (Mac)",8850,2012,1
"2K Marin,2K China,Digital Extremes,2K Australia,Feral Interactive (Mac)",8850,2013,1
"2K Marin,2K China,Digital Extremes,2K Australia,Feral Interactive (Mac)",8850,2014,4
"2K Marin,2K China,Digital Extremes,2K Australia,Feral Interactive (Mac)",8850,2015,5
GSC Game World,41700,2013,1
GSC Game World,41700,2014,2
GSC Game World,41700,2015,3
Valve,550,2010,1
Valve,550,2011,6
Valve,550,2012,21
Valve,550,2013,146
Valve,550,2014,169
Valve,550,2015,59
Katauri Interactive,3170,2015,1
Nimbly Games,41300,2011,3
Nimbly Games,41300,2014,1
Nimbly Games,41300,2015,1
Mindstorm Studios,25500,2013,1
"Arcen Games, LLC",40400,2014,2
"Arcen Games, LLC",40400,2015,1
Black Jacket Studios,32200,2013,1
Gearbox Software,8980,2011,4
Gearbox Software,8980,2012,5
Gearbox Software,8980,2013,8
Gearbox Software,8980,2014,5
Gearbox Software,8980,2015,6
Codemasters Studios,12830,2011,1
"Volition,Reactor Zero,THQ Nordic",20500,2012,1
"Volition,Reactor Zero,THQ Nordic",20500,2014,1
"Volition,Reactor Zero,THQ Nordic",20500,2015,5
Capcom,21690,2013,1
Capcom,21690,2014,1
Capcom,21690,2015,1
LucasArts,32400,2014,1
LucasArts,32400,2015,3
LucasArts,32380,2014,1
LucasArts,32380,2015,1
"Raven Software,Aspyr (Mac)",6030,2011,1
"Raven Software,Aspyr (Mac)",6030,2015,1
"Raven Software,Aspyr (Mac)",6020,2012,1
"Raven Software,Aspyr (Mac)",6020,2014,4
"Raven Software,Aspyr (Mac)",6020,2015,2
"Dejobaan Games, LLC",15520,2011,1
"Dejobaan Games, LLC",15520,2015,1
BioWare Corporation,38460,2013,1
DiezelPower,39800,2012,1
DiezelPower,39800,2013,1
DiezelPower,39800,2014,2
Cyberlore,25990,2015,1
"Volition, Inc.",20530,2013,1
"Volition, Inc.",20530,2014,1
Frogwares,11140,2014,1
Paradox Development Studio,25890,2013,1
Paradox Development Studio,25890,2014,4
Paradox Development Studio,25890,2015,2
"Rocksteady Studios,Feral Interactive (Mac)",35140,2012,1
"Rocksteady Studios,Feral Interactive (Mac)",35140,2013,5
"Rocksteady Studios,Feral Interactive (Mac)",35140,2014,6
"Rocksteady Studios,Feral Interactive (Mac)",35140,2015,7
Rebellion,3700,2012,1
Sandlot Games,36150,2012,1
Invent4 Entertainment,34900,2013,2
Invent4 Entertainment,34900,2014,14
Invent4 Entertainment,34900,2015,21
LucasArts,32340,2012,1
LucasArts,6000,2013,1
LucasArts,6000,2014,2
LucasArts,6000,2015,4
BattleGoat Studios,25910,2015,1
Elixir Studios,3720,2013,1
Elixir Studios,3720,2014,1
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",10604,2015,1
EA - Maxis,24720,2015,2
Bohemia Interactive,33900,2013,2
Bohemia Interactive,33900,2014,2
Frozenbyte,35700,2011,1
Frozenbyte,35700,2012,2
Frozenbyte,35700,2013,1
Frozenbyte,35700,2014,1
Frozenbyte,35700,2015,2
2DEngine.com,11360,2013,1
Kloonigames,26900,2011,1
Best Way,7830,2011,1
Best Way,7830,2012,1
Tripwire Interactive,1250,2010,3
Tripwire Interactive,1250,2011,13
Tripwire Interactive,1250,2012,3
Tripwire Interactive,1250,2013,52
Tripwire Interactive,1250,2014,82
Tripwire Interactive,1250,2015,21
Eidos Studio Hungary,8170,2014,1
Replay Studios,16720,2014,1
"PopCap Games, Inc.",3590,2014,1
"PopCap Games, Inc.",3590,2015,2
Broken Rules,18700,2015,1
Rebellion,3710,2015,1
Number None,26800,2011,2
Number None,26800,2012,1
Number None,26800,2014,1
Number None,26800,2015,1
Lazy 8 Studios,26500,2011,2
Elecorn,29800,2015,6
ES Team,17550,2014,1
Puny Human,17580,2013,1
Puny Human,17580,2014,1
Deep Red Limited,11590,2015,1
Ubisoft Reflections,21780,2013,1
"Relic Entertainment,Feral Interactive (Mac/Linux)",15620,2011,2
"Relic Entertainment,Feral Interactive (Mac/Linux)",15620,2013,1
